dt,date,pressure,wind_speed,wind_gust
1704711600,2024-01-08 11:00:00+00:00,1009.9,2.1213202,4.6
1704715200,2024-01-08 12:00:00+00:00,1010.8,1.6643317,3.0999997
1704718800,2024-01-08 13:00:00+00:00,1011.6,3.1400635,4.1
1704722400,2024-01-08 14:00:00+00:00,1011.7,3.1016126,4.2
1704726000,2024-01-08 15:00:00+00:00,1012.4,3.04795,4.9
1704729600,2024-01-08 16:00:00+00:00,1012.5,1.7888545,4.1
1704733200,2024-01-08 17:00:00+00:00,1012.2,1.431782,4.2
1704736800,2024-01-08 18:00:00+00:00,1011.7,0.0,2.5
1704740400,2024-01-08 19:00:00+00:00,1011.0,1.5652475,2.2
1704744000,2024-01-08 20:00:00+00:00,1010.4,4.204759,5.5
1704747600,2024-01-08 21:00:00+00:00,1010.2,4.418144,6.6
1704751200,2024-01-08 22:00:00+00:00,1010.1,3.2649658,6.1
1704754800,2024-01-08 23:00:00+00:00,1010.5,3.3376637,5.3
1704758400,2024-01-09 00:00:00+00:00,1011.2,3.49285,5.6
1704762000,2024-01-09 01:00:00+00:00,1012.0,3.4713109,5.4
1704765600,2024-01-09 02:00:00+00:00,1012.8,0.92195445,5.1
1704769200,2024-01-09 03:00:00+00:00,1012.9,1.9104972,3.2
1704772800,2024-01-09 04:00:00+00:00,1012.8,3.7013512,5.9999995
1704776400,2024-01-09 05:00:00+00:00,1012.0,3.008322,6.8
1704780000,2024-01-09 06:00:00+00:00,1010.6,3.8626416,6.3
1704783600,2024-01-09 07:00:00+00:00,1009.9,3.4234486,5.6
1704787200,2024-01-09 08:00:00+00:00,1009.3,4.2720017,5.9
1704790800,2024-01-09 09:00:00+00:00,1009.3,5.240229,6.6
1704794400,2024-01-09 10:00:00+00:00,1009.7,5.390733,7.5
1704798000,2024-01-09 11:00:00+00:00,1010.4,4.8270073,7.3
1704801600,2024-01-09 12:00:00+00:00,1011.3,3.4713109,6.5
1704805200,2024-01-09 13:00:00+00:00,1011.2,2.5079873,4.8
1704808800,2024-01-09 14:00:00+00:00,1011.7,2.5179358,3.7
1704812400,2024-01-09 15:00:00+00:00,1011.7,3.0594118,4.3
1704816000,2024-01-09 16:00:00+00:00,1011.6,3.7215588,5.0
1704819600,2024-01-09 17:00:00+00:00,1011.7,2.2472205,5.5
1704823200,2024-01-09 18:00:00+00:00,1011.4,2.376973,5.2
1704826800,2024-01-09 19:00:00+00:00,1010.8,3.214032,5.8000007
1704830400,2024-01-09 20:00:00+00:00,1010.2,3.5014284,7.0
1704834000,2024-01-09 21:00:00+00:00,1009.8,2.7018514,6.9
1704837600,2024-01-09 22:00:00+00:00,1010.2,1.0816654,5.4
1704841200,2024-01-09 23:00:00+00:00,1010.6,2.0223749,2.9999998
1704844800,2024-01-10 00:00:00+00:00,1010.9,2.942788,5.3
1704848400,2024-01-10 01:00:00+00:00,1011.4,2.3259406,5.3
1704852000,2024-01-10 02:00:00+00:00,1012.3,3.1064448,4.6
1704855600,2024-01-10 03:00:00+00:00,1012.8,3.4785054,5.0
1704859200,2024-01-10 04:00:00+00:00,1012.3,3.436568,5.4
1704862800,2024-01-10 05:00:00+00:00,1011.7,2.5961509,5.0
1704866400,2024-01-10 06:00:00+00:00,1010.8,1.6763055,4.0
1704870000,2024-01-10 07:00:00+00:00,1009.5,1.3,3.0999997
1704873600,2024-01-10 08:00:00+00:00,1008.2,0.28284273,2.5
1704877200,2024-01-10 09:00:00+00:00,1008.0,1.5231546,2.5
1704880800,2024-01-10 10:00:00+00:00,1008.4,2.4166093,3.6
1704884400,2024-01-10 11:00:00+00:00,1008.8,2.5079873,3.8
1704888000,2024-01-10 12:00:00+00:00,1009.4,2.7856774,4.1
1704891600,2024-01-10 13:00:00+00:00,1009.6,0.84852815,1.4
1704895200,2024-01-10 14:00:00+00:00,1010.1,1.2041595,2.0
1704898800,2024-01-10 15:00:00+00:00,1010.9,1.3038404,2.0
1704902400,2024-01-10 16:00:00+00:00,1010.9,2.2022717,3.0999997
1704906000,2024-01-10 17:00:00+00:00,1010.8,1.4142135,3.3
1704909600,2024-01-10 18:00:00+00:00,1010.4,1.7088008,2.8
1704913200,2024-01-10 19:00:00+00:00,1010.2,2.5495098,3.2
1704916800,2024-01-10 20:00:00+00:00,1009.5,4.588028,5.6
1704920400,2024-01-10 21:00:00+00:00,1009.2,4.964876,7.5
1704924000,2024-01-10 22:00:00+00:00,1009.3,3.1016126,6.7
1704927600,2024-01-10 23:00:00+00:00,1009.8,2.280351,4.4
1704931200,2024-01-11 00:00:00+00:00,1010.5,2.3706536,3.5
1704934800,2024-01-11 01:00:00+00:00,1011.2,2.6627054,4.2
1704938400,2024-01-11 02:00:00+00:00,1012.0,3.2649655,4.5
1704942000,2024-01-11 03:00:00+00:00,1012.1,3.0413814,4.6
1704945600,2024-01-11 04:00:00+00:00,1012.0,2.84605,4.3
1704949200,2024-01-11 05:00:00+00:00,1011.7,2.9120438,4.0
1704952800,2024-01-11 06:00:00+00:00,1010.8,4.159327,5.3
1704956400,2024-01-11 07:00:00+00:00,1009.5,5.5317264,7.1
1704960000,2024-01-11 08:00:00+00:00,1008.6,5.4671745,7.5
1704963600,2024-01-11 09:00:00+00:00,1008.4,5.0,7.1
1704967200,2024-01-11 10:00:00+00:00,1008.6,4.244997,6.6
1704970800,2024-01-11 11:00:00+00:00,1009.3,4.318565,5.6
1704974400,2024-01-11 12:00:00+00:00,1010.0,3.6878178,5.8000007
1704978000,2024-01-11 13:00:00+00:00,1010.6,3.9395432,6.1
1704981600,2024-01-11 14:00:00+00:00,1011.1,2.6172504,4.9
1704985200,2024-01-11 15:00:00+00:00,1011.2,2.6907248,3.4
1704988800,2024-01-11 16:00:00+00:00,1011.6,2.8844411,3.8
1704992400,2024-01-11 17:00:00+00:00,1011.4,3.5171013,4.7
1704996000,2024-01-11 18:00:00+00:00,1011.3,3.640055,4.9
1704999600,2024-01-11 19:00:00+00:00,1011.0,1.4560219,5.1
